SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,ChargeDiff,ChargeDiffPerc,NumServices,HasInternet,ChurnFlag,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn,tenure_group_12-24,tenure_group_24-48,tenure_group_48+
-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,-0.8541761503778148,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-1.1603229160349193,-0.9949713816319787,-0.03307416588711486,0.011518789133940003,-1.145996840374596,0.5259273725834718,-0.6010234796064696,0,0,0,0,0,1,0,0,0,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.06632741908223598,0.3274383095561751,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.2596289419448806,-0.1738756538019684,-0.4492702591164337,-0.3710037393446039,-0.176010571085054,0.5259273725834718,-0.6010234796064696,0,0,1,0,0,0,1,0,0,1,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2367242199587352,0.3274383095561751,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-0.3626603559551803,-0.9603993947048204,-0.029072280375294482,0.07577928182217646,-0.176010571085054,0.5259273725834718,1.6638285090871447,0,0,0,0,0,0,1,1,0,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.5142514200025698,-3.054010391622917,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.7465354629935549,-0.19540035830642513,-0.5911148678131739,-0.5149552758885931,-0.176010571085054,0.5259273725834718,-0.6010234796064696,0,0,1,0,0,0,0,0,0,1,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-1.2367242199587352,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,0.19736523310080326,-0.9411927353008436,0.05807989299323773,1.055372193000821,-1.145996840374596,0.5259273725834718,1.6638285090871447,1,0,0,0,0,1,0,1,0,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.9924020376385531,0.3274383095561751,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,0.8297975015331794,1.1595456961969886,-0.645873789499697,0.1741345728360277,0.450085230254185,0.7939756982044881,0.5259273725834718,1.6638285090871447,1,0,0,0,0,1,0,1,0,0,0
-0.43991649313097614,-0.9666223112813243,1.5290240978948397,-0.4223169455581282,0.3274383095561751,1.17071870896616,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,1.2656117811725593,-0.7960701435135249,0.8297975015331794,0.8089065291619363,-0.14742786303649225,-0.12911941817080103,-0.07404319651373699,0.30898256355971704,0.5259273725834718,-0.6010234796064696,1,0,0,0,1,0,0,0,1,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.9109613101984924,-3.054010391622917,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.1636465100352518,-0.8748524921871077,0.006055381339572878,0.23660434395800836,-1.145996840374596,0.5259273725834718,-0.6010234796064696,0,0,0,0,0,0,1,0,0,0,0
-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-0.1779947632379461,0.3274383095561751,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,0.8297975015331794,1.330710787214099,0.3367786435237642,0.9598380949900924,0.5776013299360259,1.278968832849259,0.5259273725834718,1.6638285090871447,1,0,0,0,0,1,0,1,0,1,0
-0.43991649313097614,-0.9666223112813243,1.5290240978948397,1.2064976032430856,0.3274383095561751,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.28621769394753876,0.5318918111241627,0.02606480889867568,0.04096364654948405,-0.176010571085054,0.5259273725834718,-0.6010234796064696,0,0,1,0,0,0,0,0,0,0,1
-0.43991649313097614,1.0345302279174904,1.5290240978948397,-0.7888002190384014,0.3274383095561751,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-0.4922805219681379,-0.7487729153410025,-0.5835557507352928,-1.6158193460983994,-0.661003705729825,0.5259273725834718,-0.6010234796064696,0,0,0,0,0,0,1,0,1,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.6666391278783103,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.5225946620711341,-0.8638583354248314,0.17680249651057522,1.1268093229833411,-1.145996840374596,-1.9014032205393272,-0.6010234796064696,0,1,0,1,1,0,0,0,1,0,0
-0.43991649313097614,1.0345302279174904,-0.6540119291623984,1.0436161483629645,0.3274383095561751,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-1.2051132934870794,1.182810854199314,1.5002385943846621,-1.2709907508768692,-0.36689317801842686,0.7939756982044881,0.5259273725834718,-0.6010234796064696,1,0,1,0,1,0,0,0,0,0,1
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.6771328748826912,0.3274383095561751,1.17071870896616,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,0.8297975015331794,1.2941512532104444,1.215538502805714,-0.43326271706915065,-0.12647482292715112,1.278968832849259,0.5259273725834718,1.6638285090871447,1,0,0,0,0,0,0,1,0,0,1
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.30015585439803716,0.3274383095561751,-0.8541761503778148,1.5774538264373548,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,0.8297975015331794,1.3539759452164248,0.17782697949085274,0.39868481544372764,0.2906659419332808,1.278968832849259,0.5259273725834718,-0.6010234796064696,1,0,0,0,0,1,0,0,0,1,0
-0.43991649313097614,1.0345302279174904,1.5290240978948397,1.4915401492832983,0.3274383095561751,1.17071870896616,1.5774538264373548,1.3782405953752133,1.3812774278843567,1.5638717070919412,1.2656117811725593,1.2561707132821398,-1.2051132934870794,1.611554480242174,2.4778134048070717,0.6863759183490308,0.16976969219733204,2.248955102138801,0.5259273725834718,-0.6010234796064696,1,0,0,1,1,0,0,0,0,0,1
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,0.7992939660427822,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.4660935640654862,-0.5564855551011889,-0.4852872287228145,-0.7561866393995152,-1.145996840374596,-1.9014032205393272,-0.6010234796064696,0,1,1,0,0,0,1,0,0,0,1
-0.43991649313097614,-0.9666223112813243,1.5290240978948397,1.5729808767233588,0.3274383095561751,1.17071870896616,1.5774538264373548,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725593,1.2561707132821398,-1.2051132934870794,1.393859073220412,2.251351436800182,-1.7534402820241097,-0.39318572308111704,1.278968832849259,0.5259273725834718,-0.6010234796064696,1,0,0,1,0,0,0,0,0,0,1
-0.43991649313097614,1.0345302279174904,1.5290240978948397,-0.9109613101984924,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.31779183695069496,-0.7748674801864056,-0.24339548223056237,-0.6797827030255257,-0.176010571085054,0.5259273725834718,1.6638285090871447,0,0,0,0,1,0,0,1,0,0,0
-0.43991649313097614,-0.9666223112813243,-0.6540119291623984,-0.46303730927815856,0.3274383095561751,-0.8541761503778148,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,-0.7901317093252118,1.2561707132821398,0.8297975015331794,0.8404806721650927,-0.18562041564440013,-0.2834143373487649,-0.22185222714432393,0.30898256355971704,0.5259273725834718,-0.6010234796064696,1,0,0,0,0,1,0,0,1,0,0
2.273158691738958,-0.9666223112813243,-0.6540119291623984,-1.2774445836787656,-3.054010391622917,-0.8541761503778148,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,-0.7901317093252118,1.2561707132821398,0.8297975015331794,-0.8346107040023594,-0.9906443641110827,-0.03307416588711486,0.011518789133940003,-0.661003705729825,0.5259273725834718,1.6638285090871447,0,0,0,0,0,1,0,1,0,0,0
-0.43991649313097614,1.0345302279174904,-0.6540119291623984,-0.8295205827584317,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.4943441130683104,-0.9188511958562178,-0.3474445055378921,-2.687829654735065,-1.145996840374596,-1.9014032205393272,-0.6010234796064696,0,1,1,0,0,0,0,0,0,0,0
