SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,ChargeDiff,ChargeDiffPerc,NumServices,HasInternet,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_12-24,tenure_group_24-48,tenure_group_48+,Churn
-0.4399164931309761,-0.9666223112813244,-0.6540119291623984,0.1070477828022663,-3.054010391622917,-0.8541761503778148,-0.633932976826636,-0.725562723486431,1.3812774278843567,-0.639438641587503,1.2656117811725591,1.2561707132821398,-1.2051132934870794,-0.5172074769706297,-0.2568175151591417,-0.2140483218105458,-0.1731749767000508,-0.176010571085054,0.5259273725834718,0,0,0,0,0,1,0,0,1,0,0
-0.4399164931309761,1.0345302279174904,1.5290240978948395,-0.7073594915983407,0.3274383095561751,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,0.3436033691154218,-0.4997044884494322,0.1896974609375513,0.347475245350016,-0.661003705729825,0.5259273725834718,1,0,0,0,0,0,1,1,0,0,0
-0.4399164931309761,1.0345302279174904,1.5290240978948395,-0.7888002190384014,-3.054010391622917,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.8046983579993692,-0.7474924713807375,0.528968421550767,1.664871728025219,-0.176010571085054,0.5259273725834718,0,0,0,1,0,0,1,1,0,0,0
-0.4399164931309761,1.0345302279174904,-0.6540119291623984,-0.2594354906780068,0.3274383095561751,-0.8541761503778148,-0.633932976826636,1.3782405953752133,1.3812774278843567,-0.639438641587503,1.2656117811725591,1.2561707132821398,0.8297975015331794,0.290425865110106,-0.1667228289204873,-0.0802074841374431,-0.0314328158247897,0.7939756982044881,0.5259273725834718,0,0,0,1,1,0,0,0,1,0,0
-0.4399164931309761,1.0345302279174904,1.5290240978948395,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.6717545979860794,-0.9884808553506348,-0.0330741658871148,0.01151878913394,-1.145996840374596,0.5259273725834718,0,0,0,0,0,1,0,0,0,0,0
-0.4399164931309761,-0.9666223112813244,1.5290240978948395,1.369379058123207,0.3274383095561751,-0.8541761503778148,-0.633932976826636,1.3782405953752133,1.3812774278843567,1.5638717070919412,1.2656117811725591,1.2561707132821398,0.8297975015331794,0.4898415051300408,1.286095380340323,-0.4857318826685699,-0.1397670723850382,1.278968832849259,0.5259273725834718,0,0,0,1,1,0,0,0,0,1,0
-0.4399164931309761,-0.9666223112813244,-0.6540119291623984,-1.2774445836787656,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-1.4943441130683104,-0.9994087822528974,-0.0330741658871148,0.01151878913394,-1.145996840374596,-1.9014032205393272,0,1,0,0,1,0,0,0,0,0,0
-0.4399164931309761,1.0345302279174904,-0.6540119291623984,0.3106496014024181,0.3274383095561751,1.17071870896616,-0.633932976826636,1.3782405953752133,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.2712615209460435,0.042298609282791,0.9905192172473803,0.7586909596701255,-0.176010571085054,0.5259273725834718,0,0,0,0,1,0,0,0,1,0,0
-0.4399164931309761,1.0345302279174904,-0.6540119291623984,1.3286586944031769,0.3274383095561751,-0.8541761503778148,-0.633932976826636,-0.725562723486431,-0.7239675244180722,1.5638717070919412,1.2656117811725591,-0.7960701435135249,0.8297975015331794,-0.1649065129354117,0.6732925622534403,-0.733848784401437,-0.3080501270630033,-0.176010571085054,0.5259273725834718,0,0,0,1,1,0,0,0,0,1,0
-0.4399164931309761,-0.9666223112813244,-0.6540119291623984,1.125056875803025,0.3274383095561751,1.17071870896616,-0.633932976826636,-0.725562723486431,1.3812774278843567,1.5638717070919412,1.2656117811725591,1.2561707132821398,-1.2051132934870794,0.5247392421335293,1.1319784960884127,0.0918735928708334,0.0562856751062649,1.278968832849259,0.5259273725834718,0,0,1,0,1,0,0,0,0,1,0
2.273158691738958,-0.9666223112813244,-0.6540119291623984,-1.1145631287986442,0.3274383095561751,-0.8541761503778148,1.5774538264373548,1.3782405953752133,-0.7239675244180722,1.5638717070919412,-0.7901317093252118,-0.7960701435135249,-1.2051132934870794,-0.1615829189350795,-0.8810560224083922,-0.1366785352486861,-0.6135355185595832,0.308982563559717,0.5259273725834718,0,0,0,0,1,0,0,0,0,0,0
-0.4399164931309761,1.0345302279174904,1.5290240978948395,-1.1145631287986442,0.3274383095561751,-0.8541761503778148,1.5774538264373548,-0.725562723486431,-0.7239675244180722,-0.639438641587503,-0.7901317093252118,-0.7960701435135249,0.8297975015331794,-0.5105602889699654,-0.9054727641334476,-0.161579156211124,-0.9481239114290264,-0.661003705729825,0.5259273725834718,0,0,0,0,0,0,1,0,0,0,0
